item_code,quantity,cost_price,description
4227,1,258.50,BLACK DIE: 2-0X0-8X2-9 POL 2 SERP TOP (FRONT & BACK POL) RP TOP & ENDS)
4260,1,72.00,SELECT GREY BASE: 2-0X1-2X1-0 PT BRP
4264,1,336.00,©BLACK DIE:1-10X0-8X2-4 POL5 SERP CARVED 10X12 ST. ANTHONY & CHILD
4316,1,270.00,BLACK DIE: 2-8X0-8X2-4 POL 2 SERP TOP (POLISH FRONT & BACK/ROCK PITCH TOP & SIDES)
4442,1,45.00,SELECT GREY BASE: 2-0X1-0X0-6 ALL POL
4468,1,235.00,CATS EYE DIE: 1-8X0-8X2-6 POL5 SERP TOP
4480,1,231.00,SELECT GREY DIE: 1-8X0-8X2-2 POL5 SERP ST. ANTHONY W/ CHILD 10X12
4483,1,219.00,SELECT GREY DIE: 1-8X0-8X2-2 POL5 SERP BM 10X12
4484,1,259.00,SELECT GREY DIE: 1-8X0-8X2-2 POL5 SERP  NMWC 11X13
4486,1,478.00,BLACK DIE: 2-6X0-8X2-4 POL5 SERP PIETA 12X15
4489,1,177.00,"INDIA RED BASE: 4-0X1-2X0-8 PT SB BRP 2"" POL MARGIN (3 SIDES)"
4526,1,200.00,EVERGREEN BASE: 4-0X1-0X0-8 ALL POL
4567,1,91.00,"SELECT GREY BASE: 4-4X1-0X0-8 PT,BRP"
4574,1,164.00,"SELECT GREY DIE: 2-6X0-8X2-4 POL2 (FRONT&BACK POL), BRP, SERP TOP"
4619,1,192.00,"IMPERIAL PINK DIE: 1-10X0-8X2-4 ALL POL WITH 3"" BEVEL TOP (AS PER SKETCH)"
4667,1,225.00,BLACK DIE: 2-0X0-8X2-6 POL5 SERP TOP
4719,1,48.00,BLACK VASE: 0-6X0-6X0-10 ALL POL TURNED
4733,1,64.00,BAHAMA BLUE VASE : 0-6X0-6X0-10 ALL POL TURNED
4755,1,294.00,BLUE DIE: 1-10X0-8X2-6 GR-201 New Quay
4756,1,330.00,BLACK DIE: 1-10X0-8X2-6 GR-201 New Quay
4762,1,322.00,BLACK DIE: 1-10X0-8X2-6 GR-208 Scroll & Fluted Columns
4765,1,292.00,BLACK DIE: 1-10X0-8X2-6 GR-211 Minehead
4766,1,286.00,BLACK DIE: 1-10X0-8X2-4 GR-212 Whitby
4767,1,304.00,BLACK DIE: 1-10X0-8X2-6 GR-212 Whitby
4769,1,307.00,BLACK DIE: 1-10X0-8X2-6 GR-211 Exmouth
4772,1,355.00,BLACK DIE: 1-10X0-8X2-4 GR-218 Amble
4774,1,262.00,BLACK DIE: 1-10X0-8X2-4 GR-222 OXFORD
4780,1,262.00,BLACK DIE: 1-10X0-8X2-4 GR-231
4783,1,219.00,BLUE DIE: 1-10X0-8X2-6 GR-232 Bird Haven
4793,1,343.00,BLACK DIE: 1-10X0-8X2-4 GR-237 Tynemouth (Heart)
4802,1,402.00,BLACK DIE: 1-10X0-8X2-6 GR-245 Leyburn
4847,1,205.00,SELECT GREY DIE: 3-0X0-8X2-2 POL 5 SERP TOP
4869,1,1030.00,BLACK DIE: 2-2X0-10X6-0 ALL POL CROSS (AS PER TEMPLATE E-MAILED)
4890,1,125.00,IMPERIAL PINK BASE: 2-6X1-0X0-8 PT SB BRP
4995,1,225.00,CATS EYE SLANT:3-0X0-10X1-6 ALL POL SERP TOP
5064,1,41.00,"GREY MARKER G603 FOR BRONZE PLAQUES: 2-4X1-4X0-4 PT SS W/ FOUR 1"" dia. Thru holes as per template"
5125,1,75.00,BLACK SNOWBOARD: 3-0X1-0X0-3 ALL POL (BOTTOM ALSO POLISHED) AS PER SKETCH
5157,1,652.00,BLACK DIE: 1-10X0-8X2-4 WINGED ANGEL W/ HEART & CARVED ROSES
5162,1,30.00,BLACK COPINGS: 4-6X0-4X0-2 TOP POL FRONT & ENDS
5178,1,165.00,"BLUE SLANT:2-0X1-0X1-6 POL 1 FLAT TOP (POL FACE/ 2""TOP NOSE 3"" BOTTOM NOSE ROCK PITCH / ROCK PITCH ENDS/ SAWN BACK)"
5201,1,235.00,"EVERGREEN BASE: 3-0X1-0X0-8 PT BRP 2'"" POL MARGIN"
5235,1,271.00,BLACK DIE: 2-0X0-8X2-4 ALL POL (EXCEPT TWO ROCK PITCH ENDS) OVAL TOP WITH BEVELED FRONT W SCOTIA (AS PER TEMPLATE)
5255,1,256.00,DELUXE GREY DIE: 3-6X0-8X2-6 POL 2 SERP TOP (POL FRONTAND BACK/ ROCK PITCH TOP & ENDS)
5278,1,219.00,BAHAMA BLUE DIE: 2-0X0-8X2-4 POL 5 SERP TOP
5308,1,165.00,"BLACK BASE: 3-6X1-0X0-8 PT BRP 2"" POL MARGIN"
5320,1,368.00,INDIA RED DIE: 1-10X0-8X2-4 ALL POL WITH OVERSIZED ROSE BAS RELIEF AS PER OUR FULL SIZE
5396,1,140.00,SELECT GREY DIE: 1-8X0-8X3-0 POL 2 SERP TOP  (POLISHED FRONT & BACK / ROCK PITCH TOP AND ENDS)
5432,1,150.00,BLUE DIE: 1-10X0-8X2-4 POL2 BRP GR-232 Bird Haven Design but without carving (only follow same template)
5433,1,160.00,BLUE DIE: 1-10X0-8X2-6 POL2 BRP GR-232 Bird Haven Design but without carving (only follow same template)
5444,1,86.00,SELECT GREY MARKER: 2-2X1-2X1-4 STEEL 2 OVAL TOP ( STEELED TOP AND FRONT/ BRP)
5480,1,30.00,DARK AURORA GRASS MARKER: 2-0X1-0X0-4 PT SS
5490,1,48.50,"SELECT GREY BASE: 2-6X1-0X0-6 PT,BRP"
5541,1,265.00,SELECT GREY DIE: 3-0X0-10X2-6 POL 5 SERP TOP
5614,1,410.00,BLACK DIE: 1-10X0-8X3-6 SPECIAL MODEL B (AS PER SKETCH)
5669,1,105.00,"PARADISO BASE: 2-4X1-0X0-8 PT/ BS/ BRP/ 2"" POL MRG. ON 3 RP ENDS"
5781,1,205.00,CHINA PINK (G-663) REPLICA OF CAR: 1-2X0-6 1/2 X 0-4 1/2
5798,1,93.00,"BLUE BASE: 2-4X1-0X0-8 PT, BRP"
5809,1,250.00,SELECT GREY GARDEN BENCH: SEAT: 4-0X1-2X0-2 = 1 PC/ BACK 4-0X0-2X1-1 = 1 PC/ LEGS  0-3X1-6X2-3 = 2 PCS
5866,1,231.00,CATS EYE BASE: 4-0X1-0X1-0 PT/ SB/ BRP
5930,1,90.00,BLACK BASE: 2-0X1-0X0-10 ALL POL
6020,1,610.00,"BLACK DIE: 4-0X0-8X2-4 POL 2 SERP WITH CARVED PIETA 14X18 NICHE 2"" DEEP (AS PER TEMPLATE)"
6046,1,144.00,INDIA RED BASE: 3-10X1-2X0-6 PT BRP
6050,1,99.00,INDIA RED BASE: 3-0X1-0X0-6 PT BRP
6052,1,119.00,INDIA RED BASE: 2-6X1-2X0-6 PT BRP
6058,1,165.00,CATS EYE DIE: 2-0X0-8X2-2 POL5 SERP
6078,1,81.00,PARADISO BASE: 3-0X1-0X0-6 PT BRP
6083,1,216.00,"CATS EYE SLANT: 3-0X0-10X1-4 POL 1 SERP TOP (POLISHED FACE / 2"" TOP 3"" BOTTOM ROCK PITCH NOSE/ ROCK PITCH ENDS / SAWN BACK)"
6087,1,122.00,"INDIA RED SLANT:  2-0X0-10X1-4 POL 3 SERP (FACE,BACK & TOP POL), ENDS & 3"" BOTTOM NOSE ROCK PITCH"
6108,1,158.00,CATS EYE CURVED BENCH TOP: 4-0X1-4X0-4 POL5 WITH TWO HARP SHAPED LEGS: 0-4X1-0X1-2 ALL POL & DOWEL HOLES AS PER SKETCH
6119,1,105.00,"BLUE BASE: 3-10X1-2X0-6 PT, BRP"
6158,1,298.00,PARADISO DIE: 2-6X0-8X2-2 ALL POL SINGLE HEART AS PER OUR TEMPLATE
6171,1,325.00,CATS EYE DIE: 2-6X0-8X2-2 ALL POL SINGLE HEART AS PER OUR TEMPLATE
6172,1,420.00,CATS EYE DIE: 3-0X0-8X2-4 ALL POL SINGLE HEART AS PER OUR TEMPLATE
6173,1,325.00,CATS EYE DIE: 2-6X0-8X2-2 ALL POL DOUBLE HEART AS PER OUR TEMPLATE
6206,1,180.00,STRAWBERRY RED BASE: 3-6X1-2X0-8 PT/BRP
6255,1,62.00,"BLACK VASE: 0-10X0-10X1-0 ALL POL 4 SIDES TAPERED VASE, 5""DIAx8""deep corehole & 1/4"" drainhole PER CAD SKETCH"
6256,1,60.00,"BLACK VASE: 0-8X0-8X0-10 ALL POL (4 SIDES TAPER) 3""DIAx6"" deep corehole, 1/4"" drainhole PER CAD SKETCH"
6258,1,59.00,BLACK MARKER: 2-4X1-4X0-4 PT/ SS
6354,1,137.00,BLACK BASE: 3-6X1-0X0-8 PT/ SB/ BRP
6383,1,25.00,INDIA IMPALA BLACK VASE: 0-5X0-5X0-10 ALL POL TURNED VASE (STANDARD)
6427,1,620.00,IMPERIAL PINK DIE: 1-10X0-8X2-4 WINGED ANGEL W/ HEART & CARVED ROSES
6428,1,103.00,"IMPERIAL PINK BASE: 2-0X1-0X0-8 POL2 (POLISHED TOP & POL FRONT BEVEL / 2"" RP BOTTOM NOSE/ BRP"
6461,1,126.00,INDIA IMPALA BASE: 2-2X1-2X1-0 ALL POL
6468,1,136.00,"GALAXY BLACK BASE: 2-10X1-0X0-8 PT, BRP"
6475,1,176.00,"BLACK COLUMN: 0-10X0-10X4-2 ALL POL SQUARE WITH 2 DOWEL HOLES 1 1/2"" DIA."
6502,1,348.00,BLUE PEARL DIE: 1-8X0-8X2-6 POL 5 SERP TOP
6523,1,291.00,SELECT GREY DIE: 2-0X0-10X4-0 POL5 SERP TOP
6550,1,42.00,INDIA IMPALA BASE: 1-0X1-0X0-10 ALL POL
6578,1,44.00,SELECT GREY DIE: 1-8X0-9X1-6 FLAT TOP POL 1 SB BRP
6585,1,276.00,DELUXE GREY DIE: 3-6X0-8X2-6 POL 5 SERP TOP
6598,1,225.00,"SELECT GREY DIE: 1-10X0-8X2-4 POL2, BRP, SERP WITH TREE AS IN PHOTO"
6712,1,191.00,BLACK DIE: 2-0X0-8X2-6 POL 2 SERP TOP (POLISHED FRONT AND BACK/ ROCKPITCH TOP AND ENDS)
6732,1,270.00,BLACK DIE: 1-8X0-8X2-6 ALL POL HEART
6808,1,139.00,"BAHAMA BLUE SLANT: 2-6X0-10X1-4 POL 1 (FACE) SERP TOP BRP (2"" TOP AND 3"" FRONT NOSINGS)"
6809,1,0.00,"CATS EYE DIE: 3-6X0-8X2-4 ALL POL DIAMOND, CHECKS, AND CHAMFERS"
6821,1,282.00,"IMPERIAL RED DIE(LARGE GRAIN): 2-2X0-8X2-6 POL 5 SERP TOP WITH A 3"" DROP"
6831,1,159.00,BLACK DIE: 1-10X0-8X2-0 POL 5 FLAT TOP W/ BEVEL (AS PER SKETCH)
6841,1,148.00,BAHAMA BLUE BASE: 3-6X1-2X0-6 PT BRP
6881,1,462.00,INDIA RED CROSS: 2-0X0-8X3-0 POL2 (FRONT & BACK POL) BALANCE SAWN AS PER E-MAILED TEMPLATE
6943,1,144.00,"INDIA RED HICKEY: 2-0X1-0X1-0/0-8 PT/ 2"" POL MRG 3SIDES/ ROCK PITCH BACK"
7024,1,544.00,SELECT GREY DIE: 5-0X0-10X3-0 POL 5 SERP TOP
7050,1,167.00,EVERGREEN BASE: 3-0X1-0X0-6 PT SAWN BACK BRP
7064,1,86.00,RED MULTI BASE: 2-4X1-0X0-8 PT/ BRP
7146,1,159.00,BLACK BASE: 4-0X1-1X0-8 PT/ SB/BRP
7149,1,65.00,BLACK MENORA: 1-0X1-0X0-2 ALL SURFACES POLISHED AS PER OUR SKETCH
7196,1,240.00,SELECT GREY DIE: 1-10X0-8X2-4 POL5 SERP WITH SANDBLAST ROSES
7276,1,30.00,IMPERIAL PINK VASE: 6X10 ALL POLISHED TURNED VASE
7365,1,107.00,"SELECT GREY BASE: 3-8X1-2X0-8 PT, BRP"
7400,1,126.00,BLACK BASE: 3-6X1-2X0-6 PT/ BRP
7422,1,175.50,DELUXE GREY DIE: 1-10X0-8X2-4 ALL POL SINGLE HEART
7429,1,109.00,DELUXE GREY BASE: 4-0X1-0X0-8 PT BRP
7456,1,202.00,"BLACK SLANT: 3-0X0-10X1-6 POL1 (FACE POL) SERP TOP, BACKSAWN, BRP, 2"" RP TOP NOSE, 3"" RP BOTTOM NOSE"
7534,1,165.00,SELECT GREY DIE: 2-0X0-8X2-9 ALL POL DOUBLE HEART (AS PER SKETCH)
7552,1,110.00,"SELECT GREY SLANT: 2-0X0-10X1-6 POL 1 (FACE POL)  SERP TOP ( 2"" TOP 3"" BOTTOM NOSE & ENDS ROCK PITCH) SAWN BACK"
7603,1,85.00,INDIA IMPALA VASE: 0-8 DIA X1-0 ALL POL (AS PER PHOTO/SKETCH)
7621,1,87.00,"LIBERTY GREY BASE: 3-6X1-2X0-8 STEELED TOP, STEELED 2"" MARGIN FOUR SIDES, BRP"
7647,1,92.00,TROPICAL GREEN BASE: 2-6X1-0X0-8 PT/BRP
7654,1,258.00,ORIENTAL IMPALA DIE: 3-0X0-8X2-0 POL 5 SERP TOP
7658,1,326.00,BLUE PEARL DIE: 1-10X0-8X2-4 POL 2 SERP TOP (POLISHED FRONT AND BACK/ ROCK PITCH TOP AND ENDS)
7663,1,142.00,SELECT GREY DIE: 1-10X0-8X2-4 ALL POLISHED ANTON SHAPE
7842,1,170.00,SELECT GREY DIE: 1-10X0-8X2-4 ALL POL OPEN BOOK TOP WITH PAGE LINES
7882,1,85.00,BLACK VASE: 0-6 DIA. X 1-10 ALL POL TURNED VASE
7897,1,310.00,BLACK DIE: 3-4X0-8X2-4 POL 5 SERP TOP
7903,1,200.00,BLACK DIE: 2-0X0-8X2-4 POL2 (FRONT & BACK POL/BRP)  SERP TOP
7925,1,165.00,SELECT GREY HICKEY: 4-4X1-8X0-6/0-4 PT/ BRP WITH DRILL HOLES (AS PER TEMPLATE)
7966,1,118.00,BLACK BASE: 2-6X1-0X0-10 ALL POLISHED
8118,1,90.00,"BLACK BASE: 2-0X1-0X0-8 PT BRP/ POL BEVEL FRONT/ 2"" ROCK PITCH FRONT NOSE"
8219,1,400.00,BLACK DIE: 2-0X0-8X2-8 FLAG DIE ALL  POLISHED PER TEMPLATE
8302,1,162.00,"LIBERTY GREY BASE: 5-0X1-6X0-8 TOP & FRONT BEVEL STEELED, 2"" ROCK PITCH BOTTOM NOSE, SAWN BACK, BRP"
8324,1,275.00,CATS EYE DIE: 1-10X0-8X2-6 ALL POLISHED MODIFIED  GR-240 WITHOUT CARVING (EURO DESIGN) AS PER SKETCH
8338,1,108.00,"ROYAL MAHOGANY BASE: 2-4X1-0X0-8 PT, SAWN BACK, BRP"
8341,1,517.00,CATS EYE DIE: 3-6X0-8X3-0 POL 2 SERP TOP ( POLISHED FRONT AND BACK / ROCK PITCH TOP AND ENDS
8449,1,212.00,"BLACK SLANT: 3-0X0-10X1-4 POL1 (FACE POL) SERP TOP, BACKSAWN, BRP, 2"" RP TOP NOSE, 3"" RP BOTTOM NOSE"
8464,1,84.00,"BLACK BASE: 2-0X1-0X0-8 PT/SAWN BACK/BRP/ POL BEVEL FRONT/ 2"" ROCK PITCH FRONT NOSE (AS PER SKETCH)"
8469,1,48.00,SELECT GREY MARKER: 3-0X1-2X0-4 PT/ BRP
8475,1,25.00,SELECT GREY MARKER: 2-5X1-0X0-4 PT/ BRP
8502,1,83.00,"LIBERTY GREY BASE: 2-2X1-1X0-10 PT, SAWN BACK, BRP"
8504,1,100.00,"LIBERTY GREY BASE: 3-8X1-1X0-8 PT, SAWN BACK, BRP"
8632,1,388.00,BLACK DIE: 1-8X0-8X3-6 ALL POLISHED MODEL C (AS PER SKETCH)
8736,1,102.00,"LIBERTY GREY BASE: 3-0X1-6X0-8 PT/1- 1/2"" POL MRG/ BRP"
8843,1,343.00,BLUE PEARL BASE: 2-6X1-2X0-10 PT/ BRP
8894,1,163.00,INDIA MIST DIE: 1-8X0-8X2-6 POL2 SERP TOP
8902,1,138.00,BLUE BASE: 2-10X1-0X1-0 ALL POLISHED
8930,1,133.00,BLACK BASE: 3-2X1-1X0-8 PT/SAWN BACK/ BRP
8973,1,109.00,SELECT GREY DIE: 1-10X0-8X2-4 STEELED 2 SERP TOP ( STEELED FRONT AND BACK/ ROCK PITCH TOP AND ENDS
8993,1,81.00,SELECT GREY BASE: 3-0X1-4X0-6 PT/ SB/ BRP
9007,1,160.00,BLACK DIE: 1-8X0-8X2-4 POL 2 BRP  SERP TOP
9044,1,36.00,"BLACK VASE: 0-6 1/2X0-6 1/2X1- 1/2"" ALL POLISHED 1"" TAPERED VASE"
9110,1,297.00,"INDIA RED SLANT: 3-0X0-10X1-6 POL1 (FACE POL) BACKSAWN, BRP WITH RP RECESSED, TAPERED WINGS PER SKETCH/PHOTO"
9125,1,28.00,SELECT GREY REPLICA CROSS: 0-10X0-4X1-3 ALL POL
9129,1,133.00,BLACK DIE: 1-6X0-6X2-2 POL5 SERP TOP
9328,1,81.00,BLACK COPING: 4-6X0-6X0-6 ALL POL = 2 PC/ 1-6X0-6X0-6 ALL POLISHED = 1PCS
9424,1,158.00,"BLACK HICKEY: 2-0X1-0X1-0/ 0-10 PT/2"" POL MRG (3) SIDES/ BACK ROCK PITCH/ BRP"
9425,1,650.00,BLACK DIE: 1-10X0-8X2-6  DREAMING ANGEL
9457,1,144.00,BLUE PEARL BASE: 2-0X1-0X0-8 PT/BRP
9487,1,274.00,STRAWBERRY  RED DIE: 2-0X0-8X2-4 POL 5 SERP TOP
9609,1,231.00,CHARCOAL GREY DIE: 2-0X0-8X2-4 POL5 SERP TOP
9610,1,102.50,"CHARCOAL GREY BASE: 2-4X1-0X0-8 PT, BRP, 2"" POL MARGIN"
9611,1,116.00,"CHARCOAL GREY BASE: 2-4X1-0X0-8 PT, SAWN BACK, BRP, 2"" POL MARGIN ON RP ENDS"
9612,1,289.00,CHARCOAL GREY DIE: 2-6X0-8X2-4 POL5 SERP TOP
9644,1,209.00,"CHARCOAL GREY SLANT: 3-0X0-10X1-4 POL2,(TOP AND FACE POL) SAWN BACK, BRP, SERP TOP"
9649,1,132.00,"INDIA RED HICKEY: 2-0X1-0X1-0/0-10 PT/ 2"" POL MRG/ BRP"
9650,1,193.00,CHARCOAL GREY DIE: 3-0X0-8X2-0 POL5 SERP TOP
9651,1,240.00,CHARCOAL GREY DIE: 3-0X0-8X2-6 POL5 SERP TOP
9652,1,112.00,"CHARCOAL GREY BASE: 3-6X1-0X0-8 PT, BRP, 2"" POL MARGIN"
9696,1,90.00,LIBERTY GREY DIE: 1-8X0-2X3-4 ALL STEELED CROSS (AS PER TEMPLATE MAILED)
9724,1,65.00,SELECT GREY HICKEY: 2-0X1-0X0-6 /0-5 POLISHED TOP &1.75 BEVELED EDGES/ BRP (AS PER PICTURE)
9745,1,60.00,"SELECT GREY BASE: 2-0X1-0X0-8 POL TOP, POL FRONT BEVEL, BRP WITH 2"" FRONT BOTTOM RP NOSING"
9746,1,68.00,SELECT GREY HICKEY: 2-4X1-4X0-6/0-4 PT/ BRP
9789,1,367.00,BLACK DIE: 1-10X0-8X2-4 SUNRISE OVER THE MOUNTAINS PER SKETCH
9808,1,88.00,"CHARCOAL GREY BASE: 2-0X1-0X0-8 PT, BRP, 2"" POL MARGIN"
9811,1,203.50,"CHARCOAL GREY BASE: 3-6X1-2X0-8 PT, SAWN BACK, BRP, 2"" POL MARGIN"
9812,1,201.00,CHARCOAL GREY DIE: 1-10X0-8X2-6 POL5 SERP TOP
9824,1,47.00,SELECT GREY BASE: 2-4X1-0X0-6 PT/ SB/BRP
9825,1,136.00,CHARCOAL GREY DIE: 1-10X0-8X2-4 ALL POL SPECIAL DESIGN AS PER TEMPLATE
9871,1,212.00,CHARCOAL GREY DIE: 3-0X0-8X2-2 POL 2 SERP TOP (POLISHED FRONT AND BACK/ ROCK PITCH TOP AND ENDS)
9911,1,155.00,"CHARCOAL GREY DIE: 1-10X0-8X2-4 ALL POL SPECIAL DESIGN WITH 7""X10"" OVAL RECESS 3/8"" DEEP PER TEMPLATE"
10162,1,73.00,"SELECT GREY BASE: 2-4X1-0X0-8 POLISHED TOP, POLISHED FRONT BEVEL, SAWN BACK, BRP WITH 2"" ROCK PITCH FRONT NOSE"
10170,1,105.00,"INDIA MIST BASE: 2-4X1-0X0-8 PT, SAWN BACK, BRP, 2"" POL MARGIN"
10268,1,248.00,CHARCOAL GREY DIE: 2-0X0-8X2-6 POL5 SERP TOP
10309,1,270.00,CHARCOAL GREY DIE: 2-6X0-8X2-2 POL5 SERP TOP
10334,1,380.00,INDIA MIST DIE: 1-8X0-8X4-0 ALL POLISHED ANTON
10444,1,167.00,"CHARCOAL GREY SLANT: 2-0X1-0X1-4 ALL POL SERP TOP WITH 2"" TOP NOSE/3""BOTTOM NOSE"
10491,1,139.00,"CHARCOAL GREY SLANT: 2-0X0-10X1-4 POL 1 SERP TOP ( POLISHED FACE / SAWN BACK/ ROCK PITCH TOP, FRONT NOSE AND ENDS)"
10548,1,110.00,CHARCOAL GREY SLANT: 1-10X0-10X1-6 POL2(FACE & TOP POL) SAWN BACK BRP SERP TOP
10587,1,125.00,CHARCOAL GREY DIE: 1-8X0-8X2-4 POL 5 SERP TOP
10659,1,45.00,BLUE MARKER: 2-0X1-2X0-4 PT BRP
10677,1,183.00,BAHAMA BLUE DIE: 1-10X0-8X2-4 POL2 BRP SERP TOP
10678,1,81.00,"CHARCOAL GREY BASE: 2-2X1-0X0-6 PT, BRP, 2"" POL MARGIN"
10679,1,109.00,CHARCOAL GREY DIE: 1-8X0-6X2-2 POL5 SERP TOP
10680,1,74.50,"CHARCOAL GREY BASE: 2-0X1-0X0-6 PT, BRP, 2"" POL MARGIN"
10714,1,225.00,"BLACK BASE: 3-0X1-4X1-2 POL TOP, POL FRONT BEVEL, BRP with 2"" RP NOSING AT BOTTOM, FRONT"
10748,1,221.00,"CHARCOAL GREY DIE: 1-8X0-8X2-8 POL5 SERP TOP (1/4"" TOLERANCE)"
10757,1,183.00,INDIA MIST DIE: 1-10X0-8X2-4 SERP TOP POL 2 (POL FRONT & BACK / ROCK PITCH TOP AND ENDS)
10787,1,99.00,"VEGA BLUE BASE: 2-0X1-0X0-8 PT BRP 2"" POL MARGIN"
10799,1,47.00,DELUXE GREY BASE: 2-0X0-10X0-8 PT SB BRP
10853,1,105.00,"VEGA BLUE BASE: 2-4X1-0X0-8 PT SB BRP 2"" POL MARGIN ON 3 RP ENDS"
10857,1,80.00,"BLACK BASE: 2-0X1-0X0-6 PT, SAWN BACK, BRP, 2"" POL MRG ON 3 RP ENDS"
10920,1,264.00,INDIA RED BASE: 4-0X1-0X1-0 PT BRP
11032,1,202.00,STRAWBERRY RED DIE: 1-8X0-8X2-4 POL 5 SERP TOP
11046,1,149.00,CHARCOAL GREY BASE: 3-0X1-0X0-8 PT/BRP
11050,1,410.00,STRAWBERRY RED DIE: 3-0X0-8X2-4 POL 5 SERP TOP
11054,1,112.00,CHARCOAL GREY DIE: 1-8X0-8X2-2 POL 2 SERP TOP ( POLISHED FRONT AND BACK/ ROCK PITCH TOP AND ENDS)
11101,1,169.00,"STRAWBERRY RED SLANT: 2-0X0-10X1-6 POL2 SERP (FACE&TOP POL) SAWN BACK, BRP, 2""TOP &3"" BOTTOM NOSE"
11118,1,400.00,STRAWBERRY RED DIE: 3-0X0-8X2-6 POL 5 SERP TOP
11128,1,110.00,INDIA IMPALA BASE: 2-0X1-2X1-0 PT/ SB/ BRP
11222,1,14.50,STRAWBERRY RED MARKER: 1-2X0-8X0-4 PT/ SS
11280,1,172.00,"STRAWBERRY RED BASE: 2-6X1-2X0-8 PT, BRP, 2"" POL MARGIN"
11286,1,182.00,"CHARCOAL GREY BASE: 3-8X1-0X0-8 PT/ 2"" POLISHED MRG/BRP"
11291,1,178.00,"STRAWBERRY RED BASE: 4-0X1-0X0-8 PT, BRP"
11306,1,161.00,DELUXE GREY DIE: 2-0X0-8X2-9 POL 2 SERP TOP (POLISHED FRONT AND BACK/ ROCK PITCH TOP AND ENDS)
11314,1,192.50,CANADIAN MAHOGANY DIE: 1-10X0-8X2-4 POL2 BRP SERP TOP
11349,1,285.00,"STRAWBERRY RED BASE: 4-0X1-2X0-8 PT, BRP, 2"" POL MARGIN"
11368,1,55.00,INDIA IMPALA MARKER: 3-0X1-0X0-4 PT/ BRP
11383,1,251.00,BLACK DIE: 1-10X0-8X2-6 ALL POLISHED FLAT TOP WITH  HEART STICKING OUT
11441,1,137.00,DELUXE GREY DIE: 1-10X0-8X3-0 POL5 SERP TOP
11443,1,318.00,SELECT GREY DIE: 1-10X0-8X2-4 POL5 SERP CARVED BM IN HEART SHAPED 10X12 NICHE PER TEMPLATE
11468,1,438.00,SELECT GREY DIE: 1-8X0-10X2-0 P2 BRP WEEPING ANGEL WITH FLOWER ( AS PER SKETCH/ PICTURE)
11520,1,292.00,BLACK DIE: 3-4X0-8X1-10 POL 5 SERP TOP
11632,1,108.00,"STRAWBERRY RED BASE: 2-0X1-0X0-8 PT/ 2"" POL MARGIN 3 SIDES/ SAWN BACK/ BRP"
11654,1,91.00,"IMPALA BLACK BASE: 2-2X1-1X0-10 PT/ 2"" POL MRG (3) SIDES/ SAWN BACK / BRP"
11686,1,172.00,G633  DIE: 3-0X0-8X2-2 STEELED 3 FLAT TOP ( STEELED FRONT BACK AND TOP/ BRP)
11693,1,84.00,STRAWBERRY RED BASE: 2-0X1-0X0-10 PT/SB/ BRP
11709,1,118.00,STRAWBERRY  RED BASE: 2-4X1-0X0-8 PT/BRP
11712,1,102.00,CHARCOAL GREY BASE: 2-4X1-2X0-6 PT/ BRP
11724,1,96.00,"INDIA MIST BASE: 2-0X1-0X0-8 PT, BRP, 2"" POL MRG."
11760,1,99.50,CHARCOAL GREY BASE: 2-0X1-0X0-8 PT SB BRP
11791,1,72.00,COFFEE BROWN BASE: 2-0X1-0X0-8 PT BRP
11825,1,280.00,CHINA BARRY GREY DIE: 3-6X0-8X3-0 POL1 SERP TOP (POLISHED FRONT/ SAWN BACK/ ROCK PITCH TOP AND ENDS)
11828,1,84.00,STRAWBERRY RED MARKER: 3-0X1-0X0-4 PT/SS
11857,1,32.00,CHARCOAL GREY DIE: 0-5X 0-4 X1-3.5 ALL POLISHED CROSS ( AS PER SKETCH)
11876,1,197.00,BLACK BASE: 4-0X1-4X0-8 PT/ SAWN BACK/ BRP
11910,1,88.00,STRAWBERRY RED RED BASE: 2-0X1-0X0-8 PT SB BRP
11935,1,130.00,BLACK BASE: 4-0X0-10X0-8 PT/SB/BRP
11992,1,236.00,STRAWBERRY RED DIE: 1-8X0-8X2-6 POL 2 SERP TOP (POLISHED FRONT AND BACK / ROCK PITCH TOP AND ENDS)
12008,1,288.00,STRAWBERRY RED DIE: 2-0X0-8X2-8 POL 5 SERP TOP
12051,1,290.00,LIBERTY GREY DIE: 2-6X0-8X2-2 POL2  BRP OVAL TOP with Rose Carving
12052,1,86.00,"LIBERTY GREY BASE: 3-0X1-0X0-8 PT, BRP"
12152,1,195.00,"BLACK WESTERN SLANT: 2-0X1-0X1-6 FLAT TOP POL2 (FACE & BACK POL) BRP, 6"" RP TOP NOSE, NO BOTTOM NOSE"
12257,1,149.00,"CHARCOAL GREY BASE: 3-0X1-0X0-8 PT, SAWN BACK, BRP, 2"" POL MRG."
12276,1,220.00,DELUXE GREY DIE: 3-0X0-8X2-6 POL2 (FRONT&BACK POL) BRP SERP TOP
12277,1,107.00,"DELUXE GREY BASE: 3-6X1-0X1-0 PT, BRP"
12324,1,75.00,BLACK VASE: 0-6 DIA.X0-10  ALL POLISHED  STANDARD TURNED VASE
12326,1,171.00,"BAHAMA BLUE BASE: 3-6X1-0X0-8 PT/ BRP/2"" POL MRG. ALL 4 SIDES"
